orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all67397	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	26742514	26746473	all67397	0	+	26742514	26746473	0,0,0	2	63,141,	0,3818,
all67400	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	63998867	63999027	all67400	0	-	63998867	63999027	0,0,0	2	5,73,	0,87,
all67402	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	108647402	108648829	all67402	0	-	108647402	108648829	0,0,0	2	120,225,	0,1202,
all67403	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	80848142	80937728	all67403	0	-	80848142	80937728	0,0,0	4	33,72,119,88,	0,108,41108,89498,
all67409	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	54417870	54420078	all67409	0	+	54417870	54420078	0,0,0	2	81,87,	0,2121,
all67414	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	94442605	94442716	all67414	0	-	94442605	94442716	0,0,0	1	111,	0,
all67416	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	82659559	82659598	all67416	0	-	82659559	82659598	0,0,0	1	39,	0,
all67417	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	66552679	66566011	all67417	0	+	66552679	66566011	0,0,0	3	114,96,126,	0,10442,13206,
all67421	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	730416	731641	all67421	0	-	730416	731641	0,0,0	3	239,158,77,	0,426,1148,
all67422	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	16217250	16217609	all67422	0	+	16217250	16217609	0,0,0	2	211,62,	0,297,
all67433	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45069243	45070845	all67433	0	+	45069243	45070845	0,0,0	4	5,83,25,43,	0,778,1293,1559,
all67435	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	2997847	2997898	all67435	0	-	2997847	2997898	0,0,0	1	51,	0,
all67439	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	438585	440271	all67439	0	-	438585	440271	0,0,0	3	256,188,24,	0,522,1662,
all67442	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	30969383	30969818	all67442	0	+	30969383	30969818	0,0,0	1	435,	0,
all67443	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	21666129	21670342	all67443	0	+	21666129	21670342	0,0,0	3	2,50,44,	0,3783,4169,
all67526	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	36455787	36456351	all67526	0	-	36455787	36456351	0,0,0	2	138,165,	0,399,
all67531	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	148510123	148512941	all67531	0	+	148510123	148512941	0,0,0	2	12,72,	0,2746,
all67538	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	132675619	132676526	all67538	0	+	132675619	132676526	0,0,0	3	61,107,84,	0,197,823,
all67545	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	35904544	35904628	all67545	0	-	35904544	35904628	0,0,0	1	84,	0,
all67548	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	87337022	87340274	all67548	0	+	87337022	87340274	0,0,0	2	144,159,	0,3093,
all67551	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	16859581	16878639	all67551	0	-	16859581	16878639	0,0,0	7	50,84,64,77,53,64,130,	0,918,1802,2402,3028,14198,18928,
all67556	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	110156428	110168497	all67556	0	+	110156428	110168497	0,0,0	2	69,99,	0,11970,
all67572	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	117820671	117876622	all67572	0	-	117820671	117876622	0,0,0	10	25,37,75,39,50,37,75,39,63,31,	0,187,1734,2007,19109,20476,21119,21318,22047,55920,
all67576	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	50814038	50819779	all67576	0	+	50814038	50819779	0,0,0	3	154,160,145,	0,241,5596,
all67596	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	67663160	67663465	all67596	0	-	67663160	67663465	0,0,0	2	161,46,	0,259,
all67597	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	46802951	46831176	all67597	0	-	46802951	46831176	0,0,0	4	119,183,97,93,	0,6651,21434,28132,
all67686	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	224227625	224236564	all67686	0	-	224227625	224236564	0,0,0	4	45,71,89,59,	0,3600,5575,8880,
all67687	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	48591795	48595302	all67687	0	+	48591795	48595302	0,0,0	2	60,75,	0,3432,
all67693	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	69965122	69965248	all67693	0	+	69965122	69965248	0,0,0	1	126,	0,
all67708	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	52420386	52429977	all67708	0	+	52420386	52429977	0,0,0	3	87,222,9,	0,3559,9582,
all67721	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	5358238	5361870	all67721	0	-	5358238	5361870	0,0,0	3	122,110,113,	0,2839,3519,
all67724	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	32553875	32573090	all67724	0	-	32553875	32573090	0,0,0	3	69,93,210,	0,17084,19005,
all67726	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	103444647	103445549	all67726	0	+	103444647	103445549	0,0,0	2	35,172,	0,730,
all67731	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	77842535	77872315	all67731	0	+	77842535	77872315	0,0,0	3	93,96,141,	0,27186,29639,
all67748	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	40389515	40393597	all67748	0	+	40389515	40393597	0,0,0	5	96,94,62,75,129,	0,320,1977,2433,3953,
all67749	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	90931274	90931355	all67749	0	-	90931274	90931355	0,0,0	1	81,	0,
all67754	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	89738600	89738708	all67754	0	-	89738600	89738708	0,0,0	1	108,	0,
all67759	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	65635970	65641020	all67759	0	-	65635970	65641020	0,0,0	3	4,65,57,	0,1153,4993,
all67765	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	18168738	18169294	all67765	0	+	18168738	18169294	0,0,0	2	158,208,	0,348,
all67769	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	4676563	4682838	all67769	0	-	4676563	4682838	0,0,0	3	93,112,143,	0,3271,6132,
all67773	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	46335734	46346473	all67773	0	+	46335734	46346473	0,0,0	3	112,166,52,	0,2044,10687,
all67876	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	1387230	1388024	all67876	0	-	1387230	1388024	0,0,0	3	352,93,71,	0,546,723,
all67880	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	219615122	219616193	all67880	0	+	219615122	219616193	0,0,0	2	219,150,	0,921,
all67885	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	236324687	236331397	all67885	0	-	236324687	236331397	0,0,0	2	96,39,	0,6671,
all67889	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	52840493	52842927	all67889	0	-	52840493	52842927	0,0,0	2	117,117,	0,2317,
all67891	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	167442108	167446467	all67891	0	-	167442108	167446467	0,0,0	2	77,76,	0,4283,
all67892	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	679984	681994	all67892	0	+	679984	681994	0,0,0	4	34,79,49,102,	0,524,1107,1908,
all67899	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	88196210	88196381	all67899	0	-	88196210	88196381	0,0,0	1	171,	0,
all67901	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	178603616	178605361	all67901	0	-	178603616	178605361	0,0,0	3	141,91,59,	0,227,1686,
all67903	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	153992975	153994963	all67903	0	-	153992975	153994963	0,0,0	2	135,45,	0,1943,
all67909	Trunc_None_uORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	90384917	90385154	all67909	0	+	90384917	90385154	0,0,0	1	237,	0,
all67916	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	32987653	32989894	all67916	0	-	32987653	32989894	0,0,0	3	78,47,136,	0,429,2105,
all67925	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	62765208	62766507	all67925	0	+	62765208	62766507	0,0,0	5	24,66,72,34,14,	0,131,444,1034,1285,
all67934	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	26068767	26068818	all67934	0	+	26068767	26068818	0,0,0	1	51,	0,
all67944	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	64486922	64487129	all67944	0	-	64486922	64487129	0,0,0	1	207,	0,
all67951	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	3022862	3023511	all67951	0	-	3022862	3023511	0,0,0	3	136,129,38,	0,370,611,
all67953	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	1678291	1698998	all67953	0	+	1678291	1698998	0,0,0	5	65,149,143,49,188,	0,7147,13551,19520,20519,
all67955	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	4715978	4718614	all67955	0	+	4715978	4718614	0,0,0	7	55,45,197,60,68,136,3,	0,168,433,1238,1706,1909,2633,
all67962	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	67991912	67993098	all67962	0	-	67991912	67993098	0,0,0	2	191,55,	0,1131,
all67963	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	2784476	2802552	all67963	0	+	2784476	2802552	0,0,0	4	145,159,115,25,	0,11472,11930,18051,
all67964	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	42201737	42207705	all67964	0	-	42201737	42207705	0,0,0	4	127,108,52,148,	0,602,1019,5820,
all67966	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	50282592	50282658	all67966	0	-	50282592	50282658	0,0,0	1	66,	0,
all68065	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	1217511	1218796	all68065	0	-	1217511	1218796	0,0,0	3	177,176,28,	0,946,1257,
all68067	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	52687719	52692856	all68067	0	-	52687719	52692856	0,0,0	2	449,130,	0,5007,
all68068	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	199961893	199963811	all68068	0	+	199961893	199963811	0,0,0	2	35,79,	0,1839,
all68069	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	5174082	5178713	all68069	0	+	5174082	5178713	0,0,0	3	2,71,50,	0,261,4581,
all68071	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	139355718	139357014	all68071	0	+	139355718	139357014	0,0,0	2	72,96,	0,1200,
all68072	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	167684307	167704880	all68072	0	-	167684307	167704880	0,0,0	6	82,83,79,127,118,39,	0,2926,3307,11288,12701,20534,
all68073	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	37855634	37861612	all68073	0	+	37855634	37861612	0,0,0	2	107,103,	0,5875,
all68074	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	139511662	139517886	all68074	0	-	139511662	139517886	0,0,0	2	181,2,	0,6222,
all68075	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	73729942	73730583	all68075	0	-	73729942	73730583	0,0,0	2	87,24,	0,617,
all68077	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	153561566	153565513	all68077	0	-	153561566	153565513	0,0,0	4	25,122,154,8,	0,1848,2167,3939,
all68078	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	163516669	163518363	all68078	0	+	163516669	163518363	0,0,0	3	42,114,171,	0,891,1523,
all68080	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	150444285	150446935	all68080	0	-	150444285	150446935	0,0,0	3	68,77,134,	0,1323,2516,
all68082	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	10724961	10730666	all68082	0	+	10724961	10730666	0,0,0	4	76,102,88,52,	0,945,3678,5653,
all68083	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	181203496	181203634	all68083	0	-	181203496	181203634	0,0,0	1	138,	0,
all68084	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	92615139	92618206	all68084	0	-	92615139	92618206	0,0,0	2	147,135,	0,2932,
all68085	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	38163669	38163771	all68085	0	-	38163669	38163771	0,0,0	1	102,	0,
all68086	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	140702878	140704934	all68086	0	+	140702878	140704934	0,0,0	2	132,75,	0,1981,
all68087	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	87728734	87731107	all68087	0	+	87728734	87731107	0,0,0	4	75,163,118,100,	0,838,1646,2273,
all68088	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	47976700	47976778	all68088	0	+	47976700	47976778	0,0,0	1	78,	0,
all68090	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	7993001	7996022	all68090	0	+	7993001	7996022	0,0,0	5	23,92,137,114,78,	0,1424,1980,2252,2943,
all68091	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	57814348	57815533	all68091	0	+	57814348	57815533	0,0,0	2	25,140,	0,1045,
all68092	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	34096636	34099367	all68092	0	+	34096636	34099367	0,0,0	4	37,101,64,65,	0,559,1061,2666,
all68093	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	308432	315113	all68093	0	+	308432	315113	0,0,0	2	6,192,	0,6489,
all68095	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	96000988	96003006	all68095	0	-	96000988	96003006	0,0,0	2	118,47,	0,1971,
all68096	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	79533423	79551120	all68096	0	+	79533423	79551120	0,0,0	5	33,94,125,67,104,	0,6258,10134,14904,17593,
all68097	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	50278631	50278760	all68097	0	-	50278631	50278760	0,0,0	1	129,	0,
all68098	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	102348556	102348739	all68098	0	-	102348556	102348739	0,0,0	1	183,	0,
all68099	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	57429169	57430290	all68099	0	-	57429169	57430290	0,0,0	2	111,33,	0,1088,
all68100	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	63331781	63344493	all68100	0	-	63331781	63344493	0,0,0	4	120,102,84,84,	0,3475,7018,12628,
all68101	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	10681118	10686828	all68101	0	-	10681118	10686828	0,0,0	2	135,102,	0,5608,
all68102	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	29610471	29615380	all68102	0	+	29610471	29615380	0,0,0	5	161,78,62,102,137,	0,1390,1645,3399,4772,
all68103	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	3204027	3205853	all68103	0	+	3204027	3205853	0,0,0	3	117,179,22,	0,545,1804,
all68104	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45522804	45526177	all68104	0	+	45522804	45526177	0,0,0	7	14,52,37,46,91,58,38,	0,839,1036,1292,1765,3141,3335,
all68105	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	46390057	46390346	all68105	0	+	46390057	46390346	0,0,0	2	75,63,	0,226,
all68106	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	7585950	7587551	all68106	0	+	7585950	7587551	0,0,0	5	128,86,119,111,126,	0,741,948,1210,1475,
all68107	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	41976732	41981861	all68107	0	-	41976732	41981861	0,0,0	3	38,63,7,	0,528,5122,
all68108	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	44943108	44943539	all68108	0	-	44943108	44943539	0,0,0	2	105,87,	0,344,
all68110	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	46686752	46687127	all68110	0	-	46686752	46687127	0,0,0	1	375,	0,
all68112	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	41460397	41467564	all68112	0	-	41460397	41467564	0,0,0	2	90,117,	0,7050,
all68113	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	81277082	81297227	all68113	0	+	81277082	81297227	0,0,0	3	87,81,33,	0,1248,20112,
all68114	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	48604362	48605032	all68114	0	+	48604362	48605032	0,0,0	2	28,185,	0,485,
all68115	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	40605626	40605755	all68115	0	+	40605626	40605755	0,0,0	1	129,	0,
all68125	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	228147689	228148697	all68125	0	+	228147689	228148697	0,0,0	3	10,86,33,	0,681,975,
all68126	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	54304697	54304802	all68126	0	+	54304697	54304802	0,0,0	1	105,	0,
all68128	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	53921650	53930114	all68128	0	-	53921650	53930114	0,0,0	4	117,44,69,76,	0,2253,6721,8388,
all68129	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	69396245	69415272	all68129	0	-	69396245	69415272	0,0,0	4	45,175,61,88,	0,4118,9776,18939,
all68130	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	95087356	95090460	all68130	0	-	95087356	95090460	0,0,0	2	225,75,	0,3029,
all68131	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	239961117	239990160	all68131	0	-	239961117	239990160	0,0,0	2	69,87,	0,28956,
all68133	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	155828209	155833951	all68133	0	-	155828209	155833951	0,0,0	4	168,216,118,95,	0,1478,5258,5647,
all68135	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	74382651	74384808	all68135	0	+	74382651	74384808	0,0,0	2	143,82,	0,2075,
all68136	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	153543758	153543890	all68136	0	-	153543758	153543890	0,0,0	1	132,	0,
all68137	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	48885483	48897855	all68137	0	-	48885483	48897855	0,0,0	4	82,118,48,52,	0,7288,8522,12320,
all68139	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	177306127	177306570	all68139	0	+	177306127	177306570	0,0,0	2	49,149,	0,294,
all68140	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	37376973	37390758	all68140	0	+	37376973	37390758	0,0,0	3	60,205,17,	0,4176,13768,
all68142	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	140550699	140552149	all68142	0	-	140550699	140552149	0,0,0	3	212,109,168,	0,361,1282,
all68143	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	41497604	41507106	all68143	0	+	41497604	41507106	0,0,0	3	57,102,48,	0,8306,9454,
all68144	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	134750857	134750950	all68144	0	+	134750857	134750950	0,0,0	1	93,	0,
